id,name,category,measure,date,non_compliance
DNK,Denmark,Public health measures,Strengthening the public health system,2020-04-02,Not applicable
DNK,Denmark,Governance and socio-economic measures,Economic measures,2020-03-31,Not applicable
DNK,Denmark,Governance and socio-economic measures,Economic measures,2020-03-30,Not applicable
DJI,Djibouti,Public health measures,Health screenings in airports and border crossings,,Not applicable
DJI,Djibouti,Movement restrictions,International flights suspension,2020-03-18,Not applicable
DJI,Djibouti,Public health measures,Strengthening the public health system,2020-03-18,
DOM,Dominican Republic,Public health measures,Health screenings in airports and border crossings,2020-02-29,Not applicable
DOM,Dominican Republic,Movement restrictions,International flights suspension,,Not applicable
DOM,Dominican Republic,Movement restrictions,Border closure,2020-03-19,Not applicable
DOM,Dominican Republic,Movement restrictions,International flights suspension,2020-03-16,Not applicable
DOM,Dominican Republic,Public health measures,Introduction of quarantine policies,2020-03-14,Not applicable
DOM,Dominican Republic,Governance and socio-economic measures,State of emergency declared,2020-03-17,Not applicable
DOM,Dominican Republic,Movement restrictions,Domestic travel restrictions,2020-03-19,Not applicable
DOM,Dominican Republic,Social distancing,Limit public gatherings,2020-03-19,Not applicable
DOM,Dominican Republic,Social distancing,Schools closure,2020-03-19,Not applicable
DOM,Dominican Republic,Movement restrictions,Curfews,2020-03-20,Fines
DOM,Dominican Republic,Movement restrictions,Curfews,2020-03-27,Not available
DOM,Dominican Republic,Social distancing,Limit public gatherings,2020-03-23,Not available
DOM,Dominican Republic,Social distancing,Limit public gatherings,2020-03-23,Not available
DOM,Dominican Republic,Public health measures,General recommendations,2020-03-23,Not available
DOM,Dominican Republic,Movement restrictions,Domestic travel restrictions,2020-04-03,Fines
DOM,Dominican Republic,Movement restrictions,Checkpoints within the country,2020-04-03,Not available
DOM,Dominican Republic,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-04-03,Not applicable
DOM,Dominican Republic,Public health measures,Other public health measures enforced,2020-03-27,Not applicable
ECU,Ecuador,Public health measures,Introduction of quarantine policies,2020-03-12,Not applicable
ECU,Ecuador,Governance and socio-economic measures,State of emergency declared,2020-03-17,Not applicable
ECU,Ecuador,Lockdown,Partial lockdown,2020-03-17,Up to detention
ECU,Ecuador,Movement restrictions,Domestic travel restrictions,2020-03-17,Not applicable
ECU,Ecuador,Social distancing,Public services closure,2020-03-17,Not applicable
ECU,Ecuador,Movement restrictions,Border closure,2020-03-17,Not applicable
ECU,Ecuador,Movement restrictions,International flights suspension,2020-03-17,Not applicable
ECU,Ecuador,Movement restrictions,Curfews,2020-03-21,Up to detention
ECU,Ecuador,Movement restrictions,Curfews,2020-03-21,Up to detention
ECU,Ecuador,Movement restrictions,Curfews,2020-03-25,Up to detention
ECU,Ecuador,Governance and socio-economic measures,Military deployment,2020-03-25,Not applicable
ECU,Ecuador,Lockdown,Partial lockdown,2020-03-02,Not applicable
ECU,Ecuador,Social distancing,Schools closure,2020-03-02,Not applicable
ECU,Ecuador,Public health measures,Strengthening the public health system,2020-03-05,Not applicable
ECU,Ecuador,Movement restrictions,Domestic travel restrictions,2020-03-02,Not applicable
ECU,Ecuador,Movement restrictions,International flights suspension,2020-03-02,Not applicable
ECU,Ecuador,Movement restrictions,Surveillance and monitoring,2020-03-03,Not applicable
ECU,Ecuador,Governance and socio-economic measures,Economic measures,2020-03-02,Not applicable
ECU,Ecuador,Social distancing,Limit public gatherings,2020-04-02,Not applicable
ECU,Ecuador,Movement restrictions,Domestic travel restrictions,2020-03-28,Not applicable
EGY,Egypt,Public health measures,Health screenings in airports and border crossings,,
EGY,Egypt,Public health measures,Introduction of quarantine policies,,
EGY,Egypt,Movement restrictions,International flights suspension,,
EGY,Egypt,Movement restrictions,International flights suspension,2020-03-19,
EGY,Egypt,Movement restrictions,International flights suspension,2020-03-19,
EGY,Egypt,Public health measures,Health screenings in airports and border crossings,,
EGY,Egypt,Social distancing,Schools closure,2020-03-15,
EGY,Egypt,Public health measures,Introduction of quarantine policies,2020-03-17,
EGY,Egypt,Social distancing,Public services closure,2020-03-15,
EGY,Egypt,Movement restrictions,Curfews,2020-03-25,Fines
EGY,Egypt,Movement restrictions,International flights suspension,2020-03-25,Not applicable
EGY,Egypt,Social distancing,Schools closure,2020-03-25,Not applicable
EGY,Egypt,Public health measures,Strengthening the public health system,2020-03-25,Not applicable
EGY,Egypt,Movement restrictions,Domestic travel restrictions,2020-03-25,Up to detention
EGY,Egypt,Governance and socio-economic measures,Economic measures,2020-03-17,Not applicable
EGY,Egypt,Movement restrictions,Visa restrictions,2020-03-24,Not applicable
SLV,El Salvador,Public health measures,Introduction of quarantine policies,2020-03-12,Not available
SLV,El Salvador,Public health measures,Health screenings in airports and border crossings,2020-03-12,Refusal to enter the country
SLV,El Salvador,Movement restrictions,Border closure,2020-03-17,
SLV,El Salvador,Governance and socio-economic measures,State of emergency declared,2020-03-14,
SLV,El Salvador,Social distancing,Schools closure,2020-03-11,
SLV,El Salvador,Lockdown,Partial lockdown,2020-03-18,
SLV,El Salvador,Lockdown,Partial lockdown,2020-03-11,
SLV,El Salvador,Social distancing,Limit public gatherings,2020-03-11,
SLV,El Salvador,Movement restrictions,Border closure,2020-03-11,
SLV,El Salvador,Public health measures,Introduction of quarantine policies,2020-03-11,
SLV,El Salvador,Public health measures,Introduction of quarantine policies,2020-03-11,
SLV,El Salvador,Governance and socio-economic measures,Economic measures,2020-03-11,
SLV,El Salvador,Lockdown,Partial lockdown,2020-03-22,Arrest/Detention
SLV,El Salvador,Movement restrictions,Surveillance and monitoring,2020-03-23,Other (add in comments)
SLV,El Salvador,Public health measures,Introduction of quarantine policies,2020-03-18,Other (add in comments)
SLV,El Salvador,Governance and socio-economic measures,Economic measures,2020-03-18,Not applicable
SLV,El Salvador,Lockdown,Partial lockdown,2020-03-22,Arrest/Detention
SLV,El Salvador,Social distancing,Public services closure,2020-04-02,Not applicable
SLV,El Salvador,Social distancing,Public services closure,2020-04-02,Not available
SLV,El Salvador,Social distancing,Public services closure,2020-04-02,Not available
SLV,El Salvador,Social distancing,Limit public gatherings,2020-04-02,Not available
SLV,El Salvador,Governance and socio-economic measures,Economic measures,2020-04-02,Not applicable
SLV,El Salvador,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-04-02,Not available
SLV,El Salvador,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-04-02,Not available
GNQ,Equatorial Guinea,Public health measures,Introduction of quarantine policies,,Not applicable
GNQ,Equatorial Guinea,Movement restrictions,International flights suspension,2020-03-15,Not applicable
GNQ,Equatorial Guinea,Movement restrictions,Border closure,2020-03-15,Not applicable
GNQ,Equatorial Guinea,Movement restrictions,International flights suspension,2020-03-17,
GNQ,Equatorial Guinea,Movement restrictions,Border closure,2020-03-15,
GNQ,Equatorial Guinea,Movement restrictions,Visa restrictions,2020-03-15,
GNQ,Equatorial Guinea,Movement restrictions,Domestic travel restrictions,2020-03-15,
GNQ,Equatorial Guinea,Public health measures,Introduction of quarantine policies,2020-03-15,
GNQ,Equatorial Guinea,Public health measures,Strengthening the public health system,2020-03-15,
GNQ,Equatorial Guinea,Governance and socio-economic measures,State of emergency declared,2020-03-18,Not applicable
GNQ,Equatorial Guinea,Public health measures,General recommendations,2020-03-18,Not available
GNQ,Equatorial Guinea,Governance and socio-economic measures,Economic measures,2020-03-24,Not applicable
GNQ,Equatorial Guinea,Governance and socio-economic measures,Economic measures,2020-03-22,Not applicable
GNQ,Equatorial Guinea,Governance and socio-economic measures,Economic measures,2020-03-23,Not applicable
GNQ,Equatorial Guinea,Movement restrictions,Domestic travel restrictions,2020-03-23,Not available
GNQ,Equatorial Guinea,Social distancing,Limit public gatherings,2020-03-23,Not available
GNQ,Equatorial Guinea,Public health measures,Introduction of quarantine policies,2020-03-23,Not applicable
GNQ,Equatorial Guinea,Social distancing,Public services closure,2020-03-23,Not available
GNQ,Equatorial Guinea,Social distancing,Limit public gatherings,2020-03-23,Not applicable
GNQ,Equatorial Guinea,Public health measures,General recommendations,2020-03-23,Not available
GNQ,Equatorial Guinea,Public health measures,Awareness campaigns,2020-03-23,Not available
GNQ,Equatorial Guinea,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-23,Not available
GNQ,Equatorial Guinea,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-23,Not available
GNQ,Equatorial Guinea,Social distancing,Schools closure,2020-03-17,Not applicable
GNQ,Equatorial Guinea,Social distancing,Limit public gatherings,2020-03-17,Not available
GNQ,Equatorial Guinea,Social distancing,Public services closure,2020-03-17,Not available
GNQ,Equatorial Guinea,Social distancing,Public services closure,2020-03-17,Not applicable
GNQ,Equatorial Guinea,Public health measures,Strengthening the public health system,2020-03-24,Not applicable
GNQ,Equatorial Guinea,Public health measures,Strengthening the public health system,2020-03-26,Not applicable
GNQ,Equatorial Guinea,Public health measures,Strengthening the public health system,2020-03-26,Not applicable
GNQ,Equatorial Guinea,Movement restrictions,Curfews,2020-03-31,Not available
GNQ,Equatorial Guinea,Governance and socio-economic measures,Economic measures,2020-04-03,Not applicable
GNQ,Equatorial Guinea,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-31,Not applicable
GNQ,Equatorial Guinea,Governance and socio-economic measures,Economic measures,2020-03-31,Not applicable
GNQ,Equatorial Guinea,Movement restrictions,Domestic travel restrictions,2020-04-03,Not available
GNQ,Equatorial Guinea,Movement restrictions,Curfews,2020-03-31,Not available
GNQ,Equatorial Guinea,Movement restrictions,Border closure,2020-03-31,Legal action
GNQ,Equatorial Guinea,Movement restrictions,Visa restrictions,2020-03-31,Refusal to enter the country
GNQ,Equatorial Guinea,Movement restrictions,Border closure,2020-03-31,Legal action
GNQ,Equatorial Guinea,Movement restrictions,Domestic travel restrictions,2020-03-31,Legal action
GNQ,Equatorial Guinea,Movement restrictions,International flights suspension,2020-04-15,Refusal to enter the country
GNQ,Equatorial Guinea,Public health measures,Introduction of quarantine policies,2020-03-31,Legal action
GNQ,Equatorial Guinea,Movement restrictions,Surveillance and monitoring,2020-03-31,Not applicable
GNQ,Equatorial Guinea,Social distancing,Limit public gatherings,2020-03-31,Legal action
GNQ,Equatorial Guinea,Social distancing,Schools closure,2020-03-31,Not applicable
GNQ,Equatorial Guinea,Social distancing,Limit public gatherings,2020-03-31,Not applicable
GNQ,Equatorial Guinea,Social distancing,Limit public gatherings,2020-03-31,Legal action
GNQ,Equatorial Guinea,Governance and socio-economic measures,Economic measures,2020-03-31,Not applicable
GNQ,Equatorial Guinea,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-31,Not applicable
GNQ,Equatorial Guinea,Public health measures,Strengthening the public health system,2020-03-31,Not applicable
GNQ,Equatorial Guinea,Public health measures,Awareness campaigns,2020-03-31,Not available
GNQ,Equatorial Guinea,Public health measures,Awareness campaigns,2020-03-31,Legal action
ERI,Eritrea,Public health measures,Health screenings in airports and border crossings,2020-03-11,Not applicable
ERI,Eritrea,Public health measures,Awareness campaigns,2020-03-12,
ERI,Eritrea,Movement restrictions,International flights suspension,2020-03-17,
ERI,Eritrea,Public health measures,General recommendations,2020-03-11,
ERI,Eritrea,Public health measures,General recommendations,2020-03-03,
ERI,Eritrea,Social distancing,Limit public gatherings,2020-03-17,
ERI,Eritrea,Movement restrictions,Domestic travel restrictions,2020-03-17,
ERI,Eritrea,Movement restrictions,Domestic travel restrictions,2020-03-23,
ERI,Eritrea,Social distancing,Limit public gatherings,2020-03-23,
ERI,Eritrea,Social distancing,Limit public gatherings,2020-03-23,
ERI,Eritrea,Public health measures,General recommendations,2020-03-23,
ERI,Eritrea,Governance and socio-economic measures,Economic measures,2020-03-23,
ERI,Eritrea,Social distancing,Public services closure,2020-03-31,
ERI,Eritrea,Governance and socio-economic measures,Economic measures,2020-03-30,
ERI,Eritrea,Social distancing,Limit public gatherings,2020-03-30,
ERI,Eritrea,Movement restrictions,International flights suspension,2020-03-26,
ERI,Eritrea,Lockdown,Full lockdown,2020-04-02,
ERI,Eritrea,Social distancing,Public services closure,2020-04-02,
ERI,Eritrea,Social distancing,Public services closure,2020-04-02,
ERI,Eritrea,Movement restrictions,Domestic travel restrictions,2020-04-02,
ERI,Eritrea,Social distancing,Limit public gatherings,2020-04-02,
EST,Estonia,Public health measures,General recommendations,2020-03-11,Not applicable
EST,Estonia,Public health measures,Health screenings in airports and border crossings,2020-03-11,Not applicable
EST,Estonia,Movement restrictions,International flights suspension,2020-03-11,Not applicable
EST,Estonia,Movement restrictions,Border closure,2020-03-17,Not applicable
EST,Estonia,Public health measures,Introduction of quarantine policies,2020-03-17,Not applicable
EST,Estonia,Public health measures,Awareness campaigns,2020-03-16,Not applicable
EST,Estonia,Movement restrictions,Domestic travel restrictions,2020-03-14,Not applicable
EST,Estonia,Governance and socio-economic measures,State of emergency declared,2020-03-12,Not applicable
EST,Estonia,Social distancing,Limit public gatherings,2020-03-12,Not available
EST,Estonia,Social distancing,Schools closure,2020-03-12,Not applicable
EST,Estonia,Public health measures,Health screenings in airports and border crossings,2020-03-12,Not applicable
EST,Estonia,Social distancing,Limit public gatherings,2020-03-12,Not applicable
EST,Estonia,Social distancing,Limit public gatherings,2020-03-18,fines
EST,Estonia,Social distancing,Public services closure,2020-03-16,Not available
EST,Estonia,Movement restrictions,Visa restrictions,2020-03-17,Not applicable
EST,Estonia,Governance and socio-economic measures,Economic measures,2020-03-19,Not applicable
EST,Estonia,Public health measures,Awareness campaigns,2020-03-25,Not applicable
EST,Estonia,Public health measures,Strengthening the public health system,2020-03-25,Not applicable
EST,Estonia,Governance and socio-economic measures,Economic measures,2020-03-25,Not applicable
EST,Estonia,Social distancing,limit public gatherings,2020-03-25,not available
EST,Estonia,Social distancing,Public services closure,2020-03-27,not available
EST,Estonia,Social distancing,Public services closure,2020-03-27,not available
EST,Estonia,Public health measures,Awareness campaigns,2020-03-23,Not applicable
EST,Estonia,Lockdown,Partial lockdown,2020-03-30,fines
EST,Estonia,Social distancing,Public services closure,2020-03-29,not available
EST,Estonia,Public health measures,testing policy,,Not applicable
EST,Estonia,Governance and socio-economic measures,Military deployment,2020-03-30,Not applicable
EST,Estonia,Public health measures,Introduction of quarantine policies,2020-04-03,Not applicable
EST,Estonia,Social distancing,Limit public gatherings,2020-04-02,Not applicable
EST,Estonia,Public health measures,Strengthening the public health system,2020-04-03,Not applicable
EST,Estonia,Movement restrictions,Visa restrictions,2020-04-03,Not available
EST,Estonia,Governance and socio-economic measures,Economic measures,2020-04-04,Not applicable
EST,Estonia,Social distancing,Changes in prison-related policies,2020-04-04,Not applicable
SWZ,Eswatini,Public health measures,General recommendations,2020-02-25,Not applicable
SWZ,Eswatini,Public health measures,Health screenings in airports and border crossings,2020-02-25,Not applicable
SWZ,Eswatini,Movement restrictions,Visa restrictions,2020-03-20,
SWZ,Eswatini,Social distancing,Changes in prison-related policies,2020-03-18,
SWZ,Eswatini,Movement restrictions,Visa restrictions,2020-03-17,
SWZ,Eswatini,Social distancing,Schools closure,2020-03-17,
SWZ,Eswatini,Public health measures,Health screenings in airports and border crossings,2020-03-17,
SWZ,Eswatini,Movement restrictions,International flights suspension,2020-03-17,
SWZ,Eswatini,Social distancing,Limit public gatherings,2020-03-17,
SWZ,Eswatini,Social distancing,Limit public gatherings,2020-03-18,
SWZ,Eswatini,Lockdown,Partial lockdown,2020-03-27,
SWZ,Eswatini,Movement restrictions,Border closure,2020-03-26,
SWZ,Eswatini,Public health measures,Introduction of quarantine policies,2020-03-26,
SWZ,Eswatini,Governance and socio-economic measures,Military deployment,2020-03-26,
SWZ,Eswatini,Movement restrictions,Domestic travel restrictions,2020-03-27,
SWZ,Eswatini,Social distancing,Limit public gatherings,,
SWZ,Eswatini,Social distancing,Limit public gatherings,,
SWZ,Eswatini,Governance and socio-economic measures,State of emergency declared,2020-03-17,
SWZ,Eswatini,Social distancing,Limit public gatherings,2020-03-29,
SWZ,Eswatini,Governance and socio-economic measures,Economic measures,2020-03-28,Fines
SWZ,Eswatini,Movement restrictions,Surveillance and monitoring,2020-03-27,Other (add in comments)
SWZ,Eswatini,Movement restrictions,Surveillance and monitoring,2020-03-27,Arrest/Detention
SWZ,Eswatini,Social distancing,Limit public gatherings,2020-04-04,
SWZ,Eswatini,Social distancing,Public services closure,2020-04-06,
SWZ,Eswatini,Governance and socio-economic measures,Economic measures,2020-04-02,
SWZ,Eswatini,Governance and socio-economic measures,Economic measures,2020-04-01,
SWZ,Eswatini,Governance and socio-economic measures,Economic measures,2020-04-01,
SWZ,Eswatini,Governance and socio-economic measures,Economic measures,2020-04-01,
SWZ,Eswatini,Governance and socio-economic measures,Economic measures,2020-04-01,
SWZ,Eswatini,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-31,
SWZ,Eswatini,Social distancing,Limit public gatherings,2020-04-01,
ETH,Ethiopia,Public health measures,Health screenings in airports and border crossings,2020-03-24,Not applicable
ETH,Ethiopia,Public health measures,Introduction of quarantine policies,2020-02-22,Not applicable
ETH,Ethiopia,Public health measures,Awareness campaigns,2020-03-13,Not applicable
ETH,Ethiopia,Social distancing,Schools closure,2020-03-16,
ETH,Ethiopia,Social distancing,Limit public gatherings,2020-03-16,
ETH,Ethiopia,Governance and socio-economic measures,Economic measures,2020-03-16,
ETH,Ethiopia,Social distancing,Schools closure,2020-03-16,
ETH,Ethiopia,Social distancing,Public services closure,2020-03-16,
ETH,Ethiopia,Social distancing,Limit public gatherings,2020-03-16,
ETH,Ethiopia,Social distancing,Limit public gatherings,2020-03-16,
ETH,Ethiopia,Social distancing,Limit public gatherings,2020-03-16,
ETH,Ethiopia,Public health measures,Introduction of quarantine policies,2020-03-20,
ETH,Ethiopia,Social distancing,Public services closure,2020-03-20,
ETH,Ethiopia,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-20,
ETH,Ethiopia,Governance and socio-economic measures,Military deployment,2020-03-22,
ETH,Ethiopia,Governance and socio-economic measures,State of emergency declared,2020-03-26,
ETH,Ethiopia,Movement restrictions,Border closure,2020-03-23,
ETH,Ethiopia,Social distancing,Limit public gatherings,2020-03-31,
ETH,Ethiopia,Social distancing,Changes in prison-related policies,2020-03-27,
ETH,Ethiopia,Public health measures,Introduction of quarantine policies,2020-03-27,
ETH,Ethiopia,Social distancing,Schools closure,2020-03-27,
ETH,Ethiopia,Public health measures,Strengthening the public health system,2020-03-27,
ETH,Ethiopia,Public health measures,Strengthening the public health system,2020-03-27,
ETH,Ethiopia,Governance and socio-economic measures,Economic measures,2020-03-27,
ETH,Ethiopia,Governance and socio-economic measures,Economic measures,2020-03-27,
ETH,Ethiopia,Governance and socio-economic measures,Economic measures,2020-03-27,
FJI,Fiji,Movement restrictions,Visa restrictions,2020-03-07,Refusal to enter the country
FJI,Fiji,Public health measures,Health screenings in airports and border crossings,2020-03-07,Refusal to enter the country
FJI,Fiji,Public health measures,Introduction of quarantine policies,2020-03-18,
FJI,Fiji,Public health measures,Health screenings in airports and border crossings,2020-03-18,
FJI,Fiji,Movement restrictions,Border closure,2020-03-18,
FJI,Fiji,Movement restrictions,International flights suspension,2020-03-14,
FJI,Fiji,Lockdown,Partial lockdown,2020-03-19,
FJI,Fiji,Social distancing,Limit public gatherings,2020-03-19,
FJI,Fiji,Public health measures,Introduction of quarantine policies,2020-03-19,
FJI,Fiji,Public health measures,Strengthening the public health system,2020-03-22,Not applicable
FJI,Fiji,Movement restrictions,Surveillance and monitoring,2020-03-24,Arrest/Detention
FJI,Fiji,Public health measures,Introduction of quarantine policies,2020-03-21,Not available
FJI,Fiji,Movement restrictions,International flights suspension,2020-03-24,Not applicable
FJI,Fiji,Social distancing,Limit public gatherings,2020-03-23,Not available
FJI,Fiji,Lockdown,Partial lockdown,2020-03-25,Legal action
FJI,Fiji,Movement restrictions,International flights suspension,2020-03-27,Not applicable
FJI,Fiji,Movement restrictions,Domestic travel restrictions,2020-03-29,Not available
FJI,Fiji,Movement restrictions,Curfews,2020-03-30,Arrest/Detention
FJI,Fiji,Governance and socio-economic measures,Economic measures,2020-03-27,Not applicable
FJI,Fiji,Movement restrictions,Domestic travel restrictions,2020-03-30,Not applicable
FJI,Fiji,Public health measures,Introduction of quarantine policies,2020-03-29,Not applicable
FJI,Fiji,Lockdown,Partial lockdown,2020-04-01,Arrest/Detention
FJI,Fiji,Lockdown,Partial lockdown,2020-04-03,Arrest/Detention
FJI,Fiji,Social distancing,Public services closure,2020-04-03,Not available
FJI,Fiji,Movement restrictions,Curfews,2020-04-03,Arrest/Detention
FJI,Fiji,Governance and socio-economic measures,Economic measures,2020-04-03,Not applicable
FJI,Fiji,Public health measures,Awareness campaigns,2020-03-31,Not applicable
FJI,Fiji,Public health measures,Strengthening the public health system,2020-04-03,Not applicable
FJI,Fiji,Social distancing,Limit public gatherings,2020-04-03,Arrest/Detention
FJI,Fiji,Social distancing,Limit public gatherings,2020-04-03,Not available
FJI,Fiji,Public health measures,General recommendations,2020-04-03,Not applicable
FJI,Fiji,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-04-01,Other (add in comments)
FIN,Finland,Movement restrictions,International flights suspension,2020-03-07,Not applicable
FIN,Finland,Public health measures,Introduction of quarantine policies,2020-03-16,Not applicable
FIN,Finland,Social distancing,Limit public gatherings,2020-03-13,Not applicable
FIN,Finland,Governance and socio-economic measures,State of emergency declared,2020-03-16,Not applicable
FIN,Finland,Social distancing,Schools closure,2020-03-18,Not applicable
FIN,Finland,Social distancing,Limit public gatherings,2020-03-16,Not available
FIN,Finland,Social distancing,Public services closure,2020-03-16,Not available
FIN,Finland,Social distancing,Limit public gatherings,2020-03-16,Not applicable
FIN,Finland,Public health measures,General recommendations,2020-03-16,Not applicable
FIN,Finland,Public health measures,General recommendations,2020-03-16,Not applicable
FIN,Finland,Public health measures,Strengthening the public health system,2020-03-16,Not applicable
FIN,Finland,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-16,Not applicable
FIN,Finland,Movement restrictions,Border closure,2020-03-19,Not applicable
FIN,Finland,Social distancing,Limit public gatherings,2020-03-27,Not applicable
FIN,Finland,Public health measures,Strengthening the public health system,2020-03-17,Not applicable
FIN,Finland,Social distancing,Schools closure,2020-03-16,Not applicable
FIN,Finland,Social distancing,Schools closure,2020-03-23,Not applicable
FIN,Finland,Public health measures,testing policy,,not applicable
FIN,Finland,Movement restrictions,Domestic travel restrictions,2020-03-28,not available
FIN,Finland,Movement restrictions,Border checks,2020-03-27,Refusal to enter the country
FIN,Finland,Governance and socio-economic measures,Economic measures,2020-03-27,not applicable
FIN,Finland,Public health measures,Strengthening the public health system,2020-03-27,not applicable
FIN,Finland,Governance and socio-economic measures,Economic measures,2020-03-27,not applicable
FIN,Finland,Governance and socio-economic measures,Economic measures,2020-03-27,not applicable
FIN,Finland,Governance and socio-economic measures,Economic measures,2020-03-26,Not applicable
FIN,Finland,Governance and socio-economic measures,Economic measures,2020-03-26,Not applicable
FIN,Finland,Public health measures,Strengthening the public health system,2020-03-26,Not available
FIN,Finland,Public health measures,Health screenings in airports and border crossings,2020-03-25,Not applicable
FIN,Finland,Public health measures,General recommendations,2020-03-25,Not applicable
FIN,Finland,Public health measures,strengthening the public health system,2020-04-03,Not applicable
FIN,Finland,Public health measures,Awareness campaigns,2020-04-03,Not applicable
FIN,Finland,Social distancing,Public services closure,2020-04-04,Not available
FIN,Finland,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-04-01,Not applicable
FIN,Finland,Governance and socio-economic measures,Economic measures,2020-03-31,Not applicable
FRA,France,Social distancing,Public services closure,2020-03-16,Not available
FRA,France,Public health measures,Health screenings in airports and border crossings,2020-03-16,Not available
FRA,France,Public health measures,Introduction of quarantine policies,2020-03-16,Not available
FRA,France,Movement restrictions,International flights suspension,2020-03-16,Not available
FRA,France,Social distancing,Schools closure,2020-03-16,Not applicable
FRA,France,Social distancing,Limit public gatherings,2020-03-16,Not available
FRA,France,Lockdown,Partial lockdown,2020-03-17,fines
FRA,France,Public health measures,Introduction of quarantine policies,2020-03-17,Fines
FRA,France,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-02-13,Not applicable
FRA,France,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-03,Not applicable
FRA,France,Social distancing,Limit public gatherings,2020-02-29,Not available
FRA,France,Social distancing,Limit public gatherings,2020-03-08,Not available
FRA,France,Governance and socio-economic measures,Economic measures,2020-03-12,Not applicable
FRA,France,Public health measures,General recommendations,2020-03-18,Not applicable
FRA,France,Movement restrictions,Border closure,2020-03-18,Not applicable
FRA,France,Governance and socio-economic measures,Economic measures,2020-03-30,Not applicable
FRA,France,Public health measures,Strengthening the public health system,2020-03-27,Not applicable
FRA,France,Public health measures,Strengthening the public health system,2020-03-25,Not applicable
FRA,France,Public health measures,Strengthening the public health system,2020-03-25,Not applicable
FRA,France,Governance and socio-economic measures,Economic measures,2020-03-23,Not applicable
FRA,France,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-24,
FRA,France,Public health measures,Strengthening the public health system,2020-03-24,Not applicable
FRA,France,Governance and socio-economic measures,Military deployment,2020-03-16,Not applicable
FRA,France,Public health measures,General recommendations,,Not applicable
FRA,France,Movement restrictions,Surveillance and monitoring,2020-04-06,Not applicable
FRA,France,Public health measures,Strengthening the public health system,2020-04-04,Not applicable
FRA,France,Public health measures,Strengthening the public health system,2020-04-04,Not applicable
FRA,France,Governance and socio-economic measures,Economic measures,2020-03-31,Not applicable
FRA,France,Governance and socio-economic measures,Economic measures,2020-04-01,Not applicable
FRA,France,Governance and socio-economic measures,Economic measures,2020-03-31,Not applicable
GAB,Gabon,Movement restrictions,International flights suspension,2020-03-17,Not applicable
GAB,Gabon,Movement restrictions,Curfews,2020-03-22,Up to detention
GAB,Gabon,Governance and socio-economic measures,Economic measures,2020-03-07,Not applicable
GAB,Gabon,Public health measures,Health screenings in airports and border crossings,2020-03-07,Not applicable
GAB,Gabon,Social distancing,Public services closure,2020-03-07,Not applicable
GAB,Gabon,Public health measures,Introduction of quarantine policies,2020-03-07,Not applicable
GAB,Gabon,Public health measures,Awareness campaigns,2020-03-07,Not applicable
GAB,Gabon,Movement restrictions,Visa restrictions,2020-03-13,Not applicable
GAB,Gabon,Social distancing,Schools closure,2020-03-13,Not applicable
GAB,Gabon,Social distancing,Limit public gatherings,2020-03-13,Not applicable
GAB,Gabon,Social distancing,Limit public gatherings,2020-03-13,Legal action
GAB,Gabon,Social distancing,Limit public gatherings,2020-03-13,Not applicable
GAB,Gabon,Public health measures,General recommendations,2020-03-13,Not applicable
GAB,Gabon,Public health measures,Testing policy,2020-04-03,Not applicable
GAB,Gabon,Public health measures,Introduction of quarantine policies,2020-04-03,Not applicable
GAB,Gabon,Governance and socio-economic measures,Economic measures,2020-04-03,Not applicable
GAB,Gabon,Governance and socio-economic measures,Economic measures,2020-04-03,Not applicable
GAB,Gabon,Governance and socio-economic measures,Economic measures,2020-04-03,Not applicable
GAB,Gabon,Governance and socio-economic measures,Economic measures,2020-04-06,Not applicable
GAB,Gabon,Governance and socio-economic measures,Economic measures,2020-04-03,Not applicable
GAB,Gabon,Governance and socio-economic measures,Economic measures,2020-04-03,Not applicable
GAB,Gabon,Governance and socio-economic measures,Economic measures,2020-04-03,Not applicable
GMB,Gambia,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-02-01,
GMB,Gambia,Public health measures,Health screenings in airports and border crossings,2020-02-07,
GMB,Gambia,Public health measures,Introduction of quarantine policies,,
GMB,Gambia,Public health measures,General recommendations,,
GMB,Gambia,Movement restrictions,Border closure,2020-03-24,
GMB,Gambia,Movement restrictions,International flights suspension,2020-03-24,
GMB,Gambia,Movement restrictions,International flights suspension,2020-03-19,
GMB,Gambia,Social distancing,Schools closure,2020-03-18,
GMB,Gambia,Public health measures,Introduction of quarantine policies,2020-03-17,
